,accnt,secKey_at,secKey_ts,secKey_tk,secKey_yr,secKey_mn,secKey_dy,secKey_xx,secKey_cp,secType,spdrSource,groupingCode,orderSide,execEngineType,userName,clientFirm,engineName,parentNumber,baseParentNumber,riskGroupId,triggerGroupId,strategy,maxExposureSize,numMakeExchanges,publicSize,canOverlapCxlRepl,progressRule,progressSliceCnt,progressExposeTime,vwapParticipation,minMktOnClosePct,triggerType,triggerLevel,timeInForce,startDttm,startDttm_us,orderDuration,goodTillDttm,goodTillDttm_us,cxlUPrcRange,minUBid,maxUAsk,minMaxType,minOptionPx,maxChildOrders,exchMask,externExDest,positionType,ssaleFlag,locateQuan,locateFirm,parentOrderHandling,parentBalanceHandling,orderLimitType,takeLimitClass,makeLimitClass,takeReachRule,orderPrcLimit,orderRefUPrc,orderRefDelta,orderRefGamma,orderRefTheta,orderRefYears,orderVolLimit,rateOverride,sdivOverride,ddivOverride,overrideCode,orderPrcOffset,takeAlphaType,makeAlphaType,takeAlphaFactor,makeAlphaFactor,takeProbability,makeProbability,takeSurfPrcOffset,takeSurfVolOffset,makeSurfPrcOffset,makeSurfVolOffset,arriveSweepCount,arriveSweepOrderQty,arriveSweepFillQty,numSweepChildOrders,auctionLink,auctionFace,auctionResp,prtActiveCnt,prtQtyActive,prtQtyActiveMny,prtEligibleCnt,prtQtyEligible,prtQtyLimitOK,prtQtyCompete,prtQtyAwayChld,prtQtyNoCompete,prtQtyNoCompNbbo,mkCheckCnt,minMkProb,avgMkProb,curMkProb,tkCheckCnt,maxTkProb,avgTkProb,curTkProb,prtPrbCnt,prtPrbCheck,prtPrbLmtOK,tkQtyLmtOK,avgQteSzRatio,cntQteSzRatio,minQteWidth,avgQteWidth,cntQteWidth,updateSrc,numUpdates,timestamp,timestamp_us
0,T.SRDEMO003,EQT,NMS,SPY,2000,0,0,0.0,Call,Stock,AutoHedgeSrvr,1322990324899418120,Buy,None,srdemo003,DEMO,EE_S7_P_G,763531899334080902,763531899334080065,1322990324899418120,0,srdemo003,-1,1,MktSize,No,TwapAlpha,3,0,0.0,0,None,0.0,Day,2021-03-12 09:45:46,649895,10,1900-01-01 00:00:00,0,None,0.0,0.0,None,0.0,0,0,,None,None,0,,ActiveTaker,PostLimit,Market,Simple,Probability,Immediate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,None,0.0,Static,Static,0.0,0.0,0.495,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,442373,173536000.0,0,0,172484,3664,24682,298421,0,11350,0.39478,0.53502,0.53315,11350,0.59294,0.46756,0.51315,0,0,0,0,2.77193,0,0.00998,0.01389,11350,Done,30,2021-03-12 09:45:46,649895
1,T.SRDEMO003,EQT,NMS,SPY,2000,0,0,0.0,Call,Stock,AutoHedgeSrvr,1322990324899418132,Buy,None,srdemo003,DEMO,EE_S7_P_G,763531899334125916,763531899334089697,1322990324899418132,0,srdemo003,-1,1,MktSize,No,TwapAlpha,3,0,0.0,0,None,0.0,Day,2021-03-12 11:38:19,440415,10,1900-01-01 00:00:00,0,None,0.0,0.0,None,0.0,0,0,,None,None,0,,ActiveTaker,PostLimit,Market,Simple,Probability,Immediate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,None,0.0,Static,Static,0.0,0.0,0.495,0.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,386655,151769000.0,0,0,96966,500,26726,279940,0,8415,0.40664,0.52263,0.52273,8415,0.57718,0.44928,0.50273,0,0,0,0,4.40426,0,0.00998,0.01519,8415,Done,33,2021-03-12 11:38:19,440415
